inst#,actual,predicted,error,prediction
9751,1:?,1:yes,,1
9752,1:?,1:yes,,0.945
9753,1:?,1:yes,,0.964
9754,1:?,1:yes,,0.983
9755,1:?,1:yes,,0.928
9756,1:?,1:yes,,0.997
9757,1:?,1:yes,,0.999
9758,1:?,1:yes,,0.997
9759,1:?,1:yes,,1
9760,1:?,1:yes,,0.948
9761,1:?,1:yes,,1
9762,1:?,1:yes,,1
9763,1:?,1:yes,,0.978
9764,1:?,1:yes,,1
9765,1:?,1:yes,,0.955
9766,1:?,1:yes,,0.756
9767,1:?,1:yes,,1
9768,1:?,1:yes,,1
9769,1:?,1:yes,,1
9770,1:?,1:yes,,0.95
9771,1:?,1:yes,,1
9772,1:?,1:yes,,0.981
9773,1:?,1:yes,,0.78
9774,1:?,1:yes,,0.794
9775,1:?,1:yes,,0.628
9776,1:?,1:yes,,0.984
9777,1:?,1:yes,,0.913
9778,1:?,1:yes,,0.98
9779,1:?,1:yes,,1
9780,1:?,1:yes,,0.849
9781,1:?,1:yes,,1
9782,1:?,1:yes,,1
9783,1:?,1:yes,,1
9784,1:?,1:yes,,1
9785,1:?,1:yes,,0.792
9786,1:?,1:yes,,0.916
9787,1:?,1:yes,,0.992
9788,1:?,2:no,,0.92
9789,1:?,1:yes,,0.968
9790,1:?,1:yes,,1
9791,1:?,1:yes,,1
9792,1:?,1:yes,,1
9793,1:?,1:yes,,1
9794,1:?,1:yes,,0.997
9795,1:?,1:yes,,1
9796,1:?,1:yes,,0.982
9797,1:?,1:yes,,0.988
9798,1:?,1:yes,,1
9799,1:?,1:yes,,1
9800,1:?,1:yes,,1
9801,1:?,1:yes,,1
9802,1:?,1:yes,,0.909
9803,1:?,1:yes,,1
9804,1:?,1:yes,,1
9805,1:?,1:yes,,1
9806,1:?,1:yes,,1
9807,1:?,1:yes,,1
9808,1:?,1:yes,,0.987
9809,1:?,1:yes,,1
9810,1:?,1:yes,,1
9811,1:?,1:yes,,1
9812,1:?,1:yes,,0.955
9813,1:?,1:yes,,0.987
9814,1:?,1:yes,,1
9815,1:?,1:yes,,0.933
9816,1:?,1:yes,,0.986
9817,1:?,1:yes,,0.99
9818,1:?,1:yes,,1
9819,1:?,1:yes,,0.955
9820,1:?,1:yes,,0.996
9821,1:?,1:yes,,1
9822,1:?,1:yes,,0.59
9823,1:?,1:yes,,0.961
9824,1:?,1:yes,,0.99
9825,1:?,1:yes,,0.999
9826,1:?,1:yes,,0.92
9827,1:?,1:yes,,0.948
9828,1:?,1:yes,,1
9829,1:?,1:yes,,1
9830,1:?,2:no,,0.575
9831,1:?,1:yes,,1
9832,1:?,1:yes,,0.972
9833,1:?,1:yes,,1
9834,1:?,1:yes,,0.95
9835,1:?,1:yes,,0.977
9836,1:?,1:yes,,0.999
9837,1:?,2:no,,0.895
9838,1:?,1:yes,,0.988
9839,1:?,1:yes,,1
9840,1:?,1:yes,,1
9841,1:?,1:yes,,0.918
9842,1:?,1:yes,,0.963
9843,1:?,1:yes,,1
9844,1:?,1:yes,,0.943
9845,1:?,1:yes,,1
9846,1:?,1:yes,,0.985
9847,1:?,1:yes,,0.999
9848,1:?,1:yes,,0.979
9849,1:?,1:yes,,0.8
9850,1:?,1:yes,,0.987
9851,1:?,1:yes,,1
9852,1:?,1:yes,,1
9853,1:?,1:yes,,1
9854,1:?,1:yes,,0.966
9855,1:?,1:yes,,1
9856,1:?,1:yes,,1
9857,1:?,1:yes,,0.972
9858,1:?,1:yes,,1
9859,1:?,1:yes,,0.997
9860,1:?,1:yes,,1
9861,1:?,1:yes,,1
9862,1:?,1:yes,,1
9863,1:?,1:yes,,1
9864,1:?,1:yes,,1
9865,1:?,1:yes,,0.964
9866,1:?,2:no,,0.999
9867,1:?,1:yes,,1
9868,1:?,1:yes,,0.825
9869,1:?,1:yes,,0.932
9870,1:?,1:yes,,0.994
9871,1:?,1:yes,,1
9872,1:?,1:yes,,0.952
9873,1:?,1:yes,,0.952
9874,1:?,1:yes,,1
9875,1:?,1:yes,,0.981
9876,1:?,1:yes,,1
9877,1:?,1:yes,,0.999
9878,1:?,1:yes,,0.979
9879,1:?,1:yes,,0.979
9880,1:?,1:yes,,0.981
9881,1:?,1:yes,,0.983
9882,1:?,1:yes,,0.965
9883,1:?,1:yes,,0.981
9884,1:?,1:yes,,0.838
9885,1:?,1:yes,,1
9886,1:?,1:yes,,1
9887,1:?,1:yes,,0.947
9888,1:?,2:no,,0.974
9889,1:?,1:yes,,0.988
9890,1:?,1:yes,,0.989
9891,1:?,1:yes,,1
9892,1:?,1:yes,,0.941
9893,1:?,1:yes,,0.997
9894,1:?,1:yes,,0.89
9895,1:?,1:yes,,0.998
9896,1:?,1:yes,,1
9897,1:?,1:yes,,0.927
9898,1:?,1:yes,,1
9899,1:?,1:yes,,0.971
9900,1:?,1:yes,,1
9901,1:?,1:yes,,0.919
9902,1:?,1:yes,,1
9903,1:?,1:yes,,1
9904,1:?,1:yes,,1
9905,1:?,1:yes,,1
9906,1:?,1:yes,,1
9907,1:?,1:yes,,1
9908,1:?,1:yes,,1
9909,1:?,1:yes,,1
9910,1:?,2:no,,0.736
9911,1:?,1:yes,,1
9912,1:?,1:yes,,0.943
9913,1:?,1:yes,,0.857
9914,1:?,1:yes,,0.958
9915,1:?,1:yes,,0.9
9916,1:?,1:yes,,0.871
9917,1:?,1:yes,,0.941
9918,1:?,1:yes,,0.992
9919,1:?,1:yes,,1
9920,1:?,1:yes,,1
9921,1:?,1:yes,,1
9922,1:?,1:yes,,1
9923,1:?,1:yes,,0.996
9924,1:?,1:yes,,0.949
9925,1:?,1:yes,,1
9926,1:?,1:yes,,1
9927,1:?,1:yes,,0.996
9928,1:?,1:yes,,0.937
9929,1:?,1:yes,,0.982
9930,1:?,1:yes,,0.958
9931,1:?,1:yes,,1
9932,1:?,2:no,,0.945
9933,1:?,1:yes,,0.989
9934,1:?,2:no,,0.995
9935,1:?,1:yes,,0.997
9936,1:?,1:yes,,0.986
9937,1:?,1:yes,,0.994
9938,1:?,1:yes,,0.961
9939,1:?,1:yes,,0.973
9940,1:?,1:yes,,0.996
9941,1:?,1:yes,,1
9942,1:?,1:yes,,0.997
9943,1:?,1:yes,,0.938
9944,1:?,1:yes,,0.957
9945,1:?,1:yes,,0.99
9946,1:?,1:yes,,0.955
9947,1:?,1:yes,,1
9948,1:?,1:yes,,0.992
9949,1:?,1:yes,,1
9950,1:?,1:yes,,0.988
9951,1:?,1:yes,,1
9952,1:?,1:yes,,1
9953,1:?,1:yes,,0.981
9954,1:?,1:yes,,1
9955,1:?,1:yes,,0.999
9956,1:?,1:yes,,0.988
9957,1:?,1:yes,,1
9958,1:?,2:no,,0.708
9959,1:?,1:yes,,0.985
9960,1:?,1:yes,,0.997
9961,1:?,1:yes,,1
9962,1:?,1:yes,,0.946
9963,1:?,1:yes,,0.985
9964,1:?,1:yes,,1
9965,1:?,1:yes,,0.969
9966,1:?,2:no,,0.999
9967,1:?,1:yes,,1
9968,1:?,1:yes,,0.998
9969,1:?,1:yes,,1
9970,1:?,2:no,,0.945
9971,1:?,1:yes,,1
9972,1:?,1:yes,,0.978
9973,1:?,1:yes,,0.94
9974,1:?,1:yes,,1
9975,1:?,2:no,,0.957
9976,1:?,1:yes,,1
9977,1:?,1:yes,,1
9978,1:?,1:yes,,0.854
9979,1:?,1:yes,,0.895
9980,1:?,1:yes,,0.991
9981,1:?,1:yes,,1
9982,1:?,1:yes,,0.918
9983,1:?,1:yes,,0.879
9984,1:?,1:yes,,0.883
9985,1:?,1:yes,,0.994
9986,1:?,1:yes,,1
9987,1:?,1:yes,,0.987
9988,1:?,1:yes,,1
9989,1:?,1:yes,,1
9990,1:?,1:yes,,0.99
9991,1:?,1:yes,,0.991
9992,1:?,2:no,,0.854
9993,1:?,1:yes,,1
9994,1:?,1:yes,,1
9995,1:?,1:yes,,1
9996,1:?,1:yes,,0.996
9997,1:?,2:no,,0.532
9998,1:?,1:yes,,1
9999,1:?,1:yes,,0.985
10000,1:?,1:yes,,0.991
10001,1:?,1:yes,,0.973
10002,1:?,2:no,,0.857
10003,1:?,1:yes,,0.92
10004,1:?,1:yes,,0.962
10005,1:?,1:yes,,0.996
10006,1:?,1:yes,,0.96
10007,1:?,1:yes,,0.947
10008,1:?,1:yes,,0.981
10009,1:?,1:yes,,0.942
10010,1:?,1:yes,,1
10011,1:?,1:yes,,1
10012,1:?,1:yes,,0.818
10013,1:?,1:yes,,1
10014,1:?,1:yes,,0.999
10015,1:?,1:yes,,0.994
10016,1:?,1:yes,,0.978
10017,1:?,1:yes,,1
10018,1:?,1:yes,,1
10019,1:?,1:yes,,1
10020,1:?,1:yes,,1
10021,1:?,1:yes,,0.995
10022,1:?,1:yes,,0.915
10023,1:?,2:no,,0.79
10024,1:?,1:yes,,0.994
10025,1:?,1:yes,,0.995
10026,1:?,1:yes,,0.822
10027,1:?,1:yes,,0.951
10028,1:?,2:no,,0.852
10029,1:?,1:yes,,0.992
10030,1:?,1:yes,,1
10031,1:?,1:yes,,0.93
10032,1:?,1:yes,,1
10033,1:?,1:yes,,0.956
10034,1:?,1:yes,,1
10035,1:?,1:yes,,1
10036,1:?,1:yes,,0.995
10037,1:?,1:yes,,0.955
10038,1:?,1:yes,,1
10039,1:?,1:yes,,1
10040,1:?,1:yes,,0.996
10041,1:?,1:yes,,0.982
10042,1:?,1:yes,,1
10043,1:?,1:yes,,1
10044,1:?,1:yes,,1
10045,1:?,1:yes,,1
10046,1:?,1:yes,,0.982
10047,1:?,1:yes,,1
10048,1:?,2:no,,0.999
10049,1:?,1:yes,,0.982
10050,1:?,2:no,,1
10051,1:?,1:yes,,0.994
10052,1:?,1:yes,,1
10053,1:?,1:yes,,0.855
10054,1:?,1:yes,,1
10055,1:?,1:yes,,1
10056,1:?,1:yes,,1
10057,1:?,1:yes,,0.998
10058,1:?,1:yes,,1
10059,1:?,1:yes,,0.977
10060,1:?,1:yes,,1
10061,1:?,1:yes,,1
10062,1:?,1:yes,,0.999
10063,1:?,1:yes,,0.927
10064,1:?,1:yes,,0.999
10065,1:?,1:yes,,0.937
10066,1:?,1:yes,,0.998
10067,1:?,1:yes,,1
10068,1:?,1:yes,,0.978
10069,1:?,1:yes,,1
10070,1:?,1:yes,,0.989
10071,1:?,1:yes,,1
10072,1:?,1:yes,,1
10073,1:?,1:yes,,1
10074,1:?,1:yes,,1
10075,1:?,2:no,,0.656
10076,1:?,1:yes,,1
10077,1:?,1:yes,,1
10078,1:?,1:yes,,0.987
10079,1:?,1:yes,,0.965
10080,1:?,1:yes,,1
10081,1:?,1:yes,,0.994
10082,1:?,1:yes,,0.978
10083,1:?,2:no,,0.54
10084,1:?,1:yes,,1
10085,1:?,1:yes,,0.998
10086,1:?,1:yes,,0.964
10087,1:?,2:no,,1
10088,1:?,1:yes,,1
10089,1:?,1:yes,,1
10090,1:?,1:yes,,0.998
10091,1:?,1:yes,,1
10092,1:?,1:yes,,0.995
10093,1:?,1:yes,,1
10094,1:?,1:yes,,0.953
10095,1:?,1:yes,,1
10096,1:?,1:yes,,1
10097,1:?,1:yes,,1
10098,1:?,1:yes,,0.952
10099,1:?,1:yes,,0.993
10100,1:?,1:yes,,1
10101,1:?,1:yes,,1
10102,1:?,1:yes,,1
10103,1:?,1:yes,,1
10104,1:?,1:yes,,0.992
10105,1:?,1:yes,,1
10106,1:?,1:yes,,0.992
10107,1:?,1:yes,,0.999
10108,1:?,1:yes,,1
10109,1:?,1:yes,,0.969
10110,1:?,1:yes,,1
10111,1:?,1:yes,,1
10112,1:?,1:yes,,1
10113,1:?,1:yes,,0.989
10114,1:?,1:yes,,1
10115,1:?,1:yes,,0.994
10116,1:?,1:yes,,0.957
10117,1:?,1:yes,,1
10118,1:?,1:yes,,0.968
10119,1:?,1:yes,,0.995
10120,1:?,2:no,,1
10121,1:?,1:yes,,0.834
10122,1:?,1:yes,,0.683
10123,1:?,1:yes,,1
10124,1:?,1:yes,,0.99
10125,1:?,1:yes,,1
10126,1:?,1:yes,,0.972
10127,1:?,1:yes,,0.965
10128,1:?,1:yes,,1
10129,1:?,1:yes,,0.998
10130,1:?,1:yes,,0.995
10131,1:?,1:yes,,0.998
10132,1:?,1:yes,,0.964
10133,1:?,1:yes,,1
10134,1:?,1:yes,,0.818
10135,1:?,1:yes,,0.944
10136,1:?,1:yes,,1
10137,1:?,1:yes,,0.998
10138,1:?,1:yes,,1
10139,1:?,1:yes,,0.963
10140,1:?,1:yes,,0.963
10141,1:?,1:yes,,1
10142,1:?,1:yes,,0.974
10143,1:?,1:yes,,0.96
10144,1:?,1:yes,,0.94
10145,1:?,1:yes,,0.988
10146,1:?,1:yes,,1
10147,1:?,1:yes,,0.959
10148,1:?,1:yes,,0.973
10149,1:?,2:no,,0.973
10150,1:?,1:yes,,1
10151,1:?,1:yes,,1
10152,1:?,1:yes,,0.999
10153,1:?,1:yes,,1
10154,1:?,1:yes,,1
10155,1:?,1:yes,,0.977
10156,1:?,1:yes,,0.998
10157,1:?,1:yes,,0.878
10158,1:?,1:yes,,0.96
10159,1:?,2:no,,0.879
10160,1:?,1:yes,,1
10161,1:?,1:yes,,0.996
10162,1:?,1:yes,,0.965
10163,1:?,1:yes,,0.992
10164,1:?,1:yes,,0.982
10165,1:?,1:yes,,0.949
10166,1:?,1:yes,,0.87
10167,1:?,1:yes,,0.751
10168,1:?,1:yes,,0.945
10169,1:?,1:yes,,1
10170,1:?,2:no,,0.97
10171,1:?,2:no,,0.972
10172,1:?,1:yes,,1
10173,1:?,1:yes,,0.952
10174,1:?,1:yes,,1
10175,1:?,1:yes,,1
10176,1:?,1:yes,,1
10177,1:?,1:yes,,0.952
10178,1:?,1:yes,,1
10179,1:?,1:yes,,0.924
10180,1:?,2:no,,0.859
10181,1:?,1:yes,,0.985
10182,1:?,2:no,,0.815
10183,1:?,1:yes,,0.944
10184,1:?,1:yes,,0.947
10185,1:?,1:yes,,1
10186,1:?,1:yes,,1
10187,1:?,1:yes,,0.973
10188,1:?,1:yes,,0.927
10189,1:?,1:yes,,0.952
10190,1:?,1:yes,,1
10191,1:?,1:yes,,0.979
10192,1:?,1:yes,,1
10193,1:?,1:yes,,0.987
10194,1:?,1:yes,,0.983
10195,1:?,2:no,,0.778
10196,1:?,1:yes,,0.888
10197,1:?,1:yes,,1
10198,1:?,1:yes,,1
10199,1:?,1:yes,,0.968
10200,1:?,1:yes,,0.987
10201,1:?,1:yes,,0.933
10202,1:?,1:yes,,0.999
10203,1:?,1:yes,,1
10204,1:?,1:yes,,1
10205,1:?,1:yes,,1
10206,1:?,1:yes,,1
10207,1:?,1:yes,,1
10208,1:?,1:yes,,1
10209,1:?,1:yes,,1
10210,1:?,1:yes,,1
10211,1:?,1:yes,,0.956
10212,1:?,1:yes,,0.944
10213,1:?,1:yes,,0.976
10214,1:?,1:yes,,1
10215,1:?,1:yes,,0.992
10216,1:?,1:yes,,0.982
10217,1:?,1:yes,,0.944
10218,1:?,1:yes,,0.988
10219,1:?,1:yes,,1
10220,1:?,1:yes,,1
10221,1:?,1:yes,,1
10222,1:?,1:yes,,1
10223,1:?,1:yes,,0.962
10224,1:?,1:yes,,1
10225,1:?,1:yes,,1
10226,1:?,1:yes,,1
10227,1:?,1:yes,,0.75
10228,1:?,1:yes,,1
10229,1:?,1:yes,,1
10230,1:?,1:yes,,0.996
10231,1:?,1:yes,,0.969
10232,1:?,1:yes,,0.947
10233,1:?,1:yes,,1
10234,1:?,1:yes,,1
10235,1:?,1:yes,,0.99
10236,1:?,1:yes,,0.984
10237,1:?,1:yes,,1
10238,1:?,2:no,,0.597
10239,1:?,1:yes,,0.994
10240,1:?,1:yes,,1
10241,1:?,1:yes,,0.955
10242,1:?,1:yes,,1
10243,1:?,2:no,,0.835
10244,1:?,2:no,,0.53
10245,1:?,1:yes,,0.959
10246,1:?,1:yes,,0.603
10247,1:?,1:yes,,0.995
10248,1:?,1:yes,,0.946
10249,1:?,1:yes,,0.968
10250,1:?,1:yes,,0.949
10251,1:?,1:yes,,0.933
10252,1:?,1:yes,,1
10253,1:?,1:yes,,1
10254,1:?,1:yes,,1
10255,1:?,1:yes,,0.964
10256,1:?,1:yes,,0.927
10257,1:?,1:yes,,0.932
10258,1:?,1:yes,,0.982
10259,1:?,1:yes,,0.949
10260,1:?,1:yes,,0.982
10261,1:?,1:yes,,0.972
10262,1:?,1:yes,,0.948
10263,1:?,1:yes,,1
10264,1:?,1:yes,,0.842
10265,1:?,1:yes,,0.984
10266,1:?,1:yes,,0.988
10267,1:?,1:yes,,1
10268,1:?,1:yes,,1
10269,1:?,1:yes,,1
10270,1:?,1:yes,,0.988
10271,1:?,1:yes,,0.999
10272,1:?,1:yes,,0.979
10273,1:?,1:yes,,0.935
10274,1:?,1:yes,,0.966
10275,1:?,2:no,,0.982
10276,1:?,1:yes,,1
10277,1:?,1:yes,,1
10278,1:?,1:yes,,0.999
10279,1:?,1:yes,,1
10280,1:?,1:yes,,0.986
10281,1:?,1:yes,,0.973
10282,1:?,1:yes,,0.992
10283,1:?,1:yes,,1
10284,1:?,2:no,,0.973
10285,1:?,1:yes,,1
10286,1:?,1:yes,,0.867
10287,1:?,1:yes,,0.995
10288,1:?,1:yes,,0.998
10289,1:?,1:yes,,0.999
10290,1:?,1:yes,,1
10291,1:?,1:yes,,0.995
10292,1:?,1:yes,,0.996
10293,1:?,1:yes,,1
10294,1:?,1:yes,,0.947
10295,1:?,1:yes,,0.979
10296,1:?,1:yes,,0.88
10297,1:?,1:yes,,1
10298,1:?,1:yes,,0.943
10299,1:?,1:yes,,1
10300,1:?,1:yes,,0.989
10301,1:?,1:yes,,1
10302,1:?,1:yes,,0.95
10303,1:?,1:yes,,1
10304,1:?,1:yes,,0.702
10305,1:?,1:yes,,0.938
10306,1:?,1:yes,,0.854
10307,1:?,2:no,,0.939
10308,1:?,1:yes,,0.992
10309,1:?,2:no,,0.715
10310,1:?,1:yes,,0.981
10311,1:?,1:yes,,1
10312,1:?,1:yes,,0.969
10313,1:?,1:yes,,0.979
10314,1:?,1:yes,,0.938
10315,1:?,1:yes,,0.952
10316,1:?,1:yes,,0.988
10317,1:?,1:yes,,0.995
10318,1:?,2:no,,0.754
10319,1:?,1:yes,,1
10320,1:?,1:yes,,1
10321,1:?,2:no,,0.992
10322,1:?,1:yes,,0.947
10323,1:?,1:yes,,0.958
10324,1:?,1:yes,,1
10325,1:?,1:yes,,0.838
10326,1:?,1:yes,,0.715
10327,1:?,1:yes,,0.973
10328,1:?,1:yes,,0.987
10329,1:?,1:yes,,0.979
10330,1:?,1:yes,,0.989
10331,1:?,1:yes,,0.99
10332,1:?,1:yes,,1
10333,1:?,1:yes,,0.944
10334,1:?,1:yes,,1
10335,1:?,1:yes,,1
10336,1:?,1:yes,,1
10337,1:?,1:yes,,0.998
10338,1:?,1:yes,,1
10339,1:?,1:yes,,0.928
10340,1:?,1:yes,,1
10341,1:?,1:yes,,0.889
10342,1:?,1:yes,,0.947
10343,1:?,1:yes,,0.937
10344,1:?,1:yes,,0.997
10345,1:?,1:yes,,1
10346,1:?,1:yes,,0.977
10347,1:?,1:yes,,0.969
10348,1:?,2:no,,0.966
10349,1:?,1:yes,,1
10350,1:?,1:yes,,0.945
10351,1:?,1:yes,,0.997
10352,1:?,1:yes,,0.998
10353,1:?,1:yes,,1
10354,1:?,1:yes,,0.975
10355,1:?,1:yes,,0.986
10356,1:?,1:yes,,0.965
10357,1:?,1:yes,,0.981
10358,1:?,1:yes,,0.973
10359,1:?,1:yes,,0.97
10360,1:?,1:yes,,0.998
10361,1:?,1:yes,,0.983
10362,1:?,1:yes,,1
10363,1:?,1:yes,,1
10364,1:?,1:yes,,1
10365,1:?,1:yes,,0.944
10366,1:?,1:yes,,0.835
10367,1:?,1:yes,,0.98
10368,1:?,1:yes,,0.99
10369,1:?,1:yes,,0.999
10370,1:?,2:no,,0.772
10371,1:?,1:yes,,1
10372,1:?,1:yes,,1
10373,1:?,1:yes,,1
10374,1:?,1:yes,,1
10375,1:?,1:yes,,0.997
10376,1:?,1:yes,,0.98
10377,1:?,1:yes,,0.987
10378,1:?,1:yes,,1
10379,1:?,1:yes,,0.985
10380,1:?,1:yes,,0.943
10381,1:?,1:yes,,0.936
10382,1:?,2:no,,0.908
10383,1:?,1:yes,,0.957
10384,1:?,1:yes,,0.998
10385,1:?,1:yes,,0.995
10386,1:?,1:yes,,0.949
10387,1:?,2:no,,1
10388,1:?,1:yes,,1
10389,1:?,1:yes,,1
10390,1:?,1:yes,,0.973
10391,1:?,1:yes,,0.957
10392,1:?,1:yes,,0.996
10393,1:?,1:yes,,0.665
10394,1:?,1:yes,,0.947
10395,1:?,1:yes,,0.787
10396,1:?,1:yes,,0.957
10397,1:?,1:yes,,1
10398,1:?,1:yes,,1
10399,1:?,1:yes,,1
10400,1:?,1:yes,,1
10401,1:?,1:yes,,0.947
10402,1:?,1:yes,,0.999
10403,1:?,1:yes,,0.977
10404,1:?,1:yes,,0.951
10405,1:?,1:yes,,0.987
10406,1:?,1:yes,,0.973
10407,1:?,1:yes,,0.979
10408,1:?,1:yes,,0.951
10409,1:?,1:yes,,0.95
10410,1:?,1:yes,,0.844
10411,1:?,1:yes,,0.866
10412,1:?,1:yes,,1
10413,1:?,1:yes,,0.834
10414,1:?,1:yes,,0.946
10415,1:?,1:yes,,1
10416,1:?,1:yes,,0.995
10417,1:?,1:yes,,1
10418,1:?,1:yes,,0.995
10419,1:?,2:no,,0.999
10420,1:?,1:yes,,1
10421,1:?,2:no,,1
10422,1:?,1:yes,,1
10423,1:?,1:yes,,0.997
10424,1:?,1:yes,,0.927
10425,1:?,1:yes,,1
10426,1:?,2:no,,1
10427,1:?,1:yes,,0.959
10428,1:?,1:yes,,0.995
10429,1:?,1:yes,,0.978
10430,1:?,1:yes,,1
10431,1:?,1:yes,,1
10432,1:?,1:yes,,0.939
10433,1:?,1:yes,,1
10434,1:?,1:yes,,0.995
10435,1:?,1:yes,,1
10436,1:?,1:yes,,0.902
10437,1:?,1:yes,,0.996
10438,1:?,1:yes,,0.911
10439,1:?,1:yes,,0.944
10440,1:?,1:yes,,0.994
10441,1:?,1:yes,,0.995
10442,1:?,1:yes,,0.953
10443,1:?,1:yes,,1
10444,1:?,1:yes,,1
10445,1:?,1:yes,,0.98
10446,1:?,1:yes,,0.838
10447,1:?,1:yes,,0.932
10448,1:?,1:yes,,1
10449,1:?,1:yes,,1
10450,1:?,2:no,,0.97
10451,1:?,1:yes,,0.992
10452,1:?,1:yes,,0.997
10453,1:?,1:yes,,0.834
10454,1:?,1:yes,,1
10455,1:?,1:yes,,1
10456,1:?,1:yes,,0.997
10457,1:?,1:yes,,1
10458,1:?,1:yes,,0.947
10459,1:?,1:yes,,0.998
10460,1:?,1:yes,,1
10461,1:?,1:yes,,0.971
10462,1:?,2:no,,0.999
10463,1:?,1:yes,,1
10464,1:?,1:yes,,1
10465,1:?,1:yes,,0.972
10466,1:?,1:yes,,1
10467,1:?,1:yes,,1
10468,1:?,1:yes,,1
10469,1:?,1:yes,,0.98
10470,1:?,1:yes,,0.955
10471,1:?,1:yes,,1
10472,1:?,1:yes,,1
10473,1:?,1:yes,,1
10474,1:?,1:yes,,1
10475,1:?,1:yes,,0.887
10476,1:?,2:no,,0.717
10477,1:?,1:yes,,1
10478,1:?,1:yes,,0.972
10479,1:?,1:yes,,1
10480,1:?,1:yes,,1
10481,1:?,1:yes,,1
10482,1:?,2:no,,0.922
10483,1:?,1:yes,,1
10484,1:?,1:yes,,0.959
10485,1:?,1:yes,,1
10486,1:?,1:yes,,0.981
10487,1:?,1:yes,,0.93
10488,1:?,1:yes,,0.99
10489,1:?,1:yes,,1
10490,1:?,1:yes,,0.997
10491,1:?,1:yes,,0.951
10492,1:?,1:yes,,0.975
10493,1:?,1:yes,,1
10494,1:?,1:yes,,0.995
10495,1:?,1:yes,,0.997
10496,1:?,2:no,,0.977
10497,1:?,1:yes,,0.964
10498,1:?,1:yes,,0.845
10499,1:?,2:no,,0.691
10500,1:?,1:yes,,1
10501,1:?,1:yes,,0.981
10502,1:?,1:yes,,1
10503,1:?,1:yes,,0.979
10504,1:?,1:yes,,1
10505,1:?,1:yes,,0.947
10506,1:?,1:yes,,1
10507,1:?,1:yes,,0.998
10508,1:?,1:yes,,1
10509,1:?,1:yes,,0.956
10510,1:?,1:yes,,0.992
10511,1:?,1:yes,,0.996
10512,1:?,1:yes,,0.876
10513,1:?,1:yes,,0.958
10514,1:?,1:yes,,1
10515,1:?,1:yes,,1
10516,1:?,2:no,,0.892
10517,1:?,1:yes,,0.991
10518,1:?,1:yes,,0.987
10519,1:?,1:yes,,1
10520,1:?,1:yes,,0.998
10521,1:?,1:yes,,1
10522,1:?,1:yes,,0.945
10523,1:?,1:yes,,0.981
10524,1:?,1:yes,,0.973
10525,1:?,1:yes,,0.964
10526,1:?,1:yes,,0.669
10527,1:?,1:yes,,0.998
10528,1:?,1:yes,,0.87
10529,1:?,1:yes,,1
10530,1:?,1:yes,,0.834
10531,1:?,1:yes,,0.973
10532,1:?,1:yes,,0.994
10533,1:?,1:yes,,1
10534,1:?,1:yes,,0.995
10535,1:?,1:yes,,0.953
10536,1:?,1:yes,,1
10537,1:?,1:yes,,1
10538,1:?,1:yes,,0.975
10539,1:?,1:yes,,1
10540,1:?,1:yes,,0.818
10541,1:?,1:yes,,1
10542,1:?,1:yes,,0.997
10543,1:?,1:yes,,0.998
10544,1:?,1:yes,,0.994
10545,1:?,1:yes,,1
10546,1:?,1:yes,,0.999
10547,1:?,1:yes,,1
10548,1:?,1:yes,,0.976
10549,1:?,1:yes,,1
10550,1:?,1:yes,,0.99
10551,1:?,1:yes,,0.96
10552,1:?,1:yes,,1
10553,1:?,1:yes,,0.973
10554,1:?,1:yes,,0.946
10555,1:?,1:yes,,1
10556,1:?,1:yes,,0.935
10557,1:?,1:yes,,0.965
10558,1:?,2:no,,0.941
10559,1:?,1:yes,,0.95
10560,1:?,1:yes,,1
10561,1:?,1:yes,,1
10562,1:?,1:yes,,1
10563,1:?,2:no,,0.647
10564,1:?,1:yes,,0.979
10565,1:?,1:yes,,0.774
10566,1:?,1:yes,,0.96
10567,1:?,1:yes,,0.993
10568,1:?,1:yes,,0.955
10569,1:?,1:yes,,1
10570,1:?,1:yes,,0.983
10571,1:?,1:yes,,0.994
10572,1:?,1:yes,,0.992
10573,1:?,1:yes,,0.992
10574,1:?,1:yes,,0.959
10575,1:?,2:no,,0.925
10576,1:?,1:yes,,0.87
10577,1:?,1:yes,,1
10578,1:?,2:no,,0.936
10579,1:?,1:yes,,0.937
10580,1:?,1:yes,,0.965
10581,1:?,1:yes,,1
10582,1:?,1:yes,,0.988
10583,1:?,1:yes,,0.894
10584,1:?,2:no,,1
10585,1:?,1:yes,,1
10586,1:?,1:yes,,0.98
10587,1:?,1:yes,,1
10588,1:?,1:yes,,0.98
10589,1:?,1:yes,,1
10590,1:?,1:yes,,0.984
10591,1:?,1:yes,,1
10592,1:?,1:yes,,0.948
10593,1:?,1:yes,,0.87
10594,1:?,1:yes,,0.949
10595,1:?,2:no,,0.545
10596,1:?,1:yes,,1
10597,1:?,1:yes,,0.999
10598,1:?,1:yes,,1
10599,1:?,1:yes,,0.927
10600,1:?,1:yes,,0.948
10601,1:?,2:no,,0.865
10602,1:?,1:yes,,1
10603,1:?,1:yes,,1
10604,1:?,1:yes,,0.949
10605,1:?,1:yes,,1
10606,1:?,1:yes,,0.98
10607,1:?,1:yes,,0.6
10608,1:?,1:yes,,0.999
10609,1:?,1:yes,,0.948
10610,1:?,1:yes,,0.994
10611,1:?,1:yes,,1
10612,1:?,1:yes,,1
10613,1:?,1:yes,,0.957
10614,1:?,1:yes,,0.98
