indiv_nurse,screen_name,username,tweets,followers,following,SA,bio
,@ElderCareRI,Dianna Shaw,184,253,373,"2,115","Expert in all things Granny. The Licensed Boss in Assisted Living & Nursing Homes, Mediator/Negotiator, Crossfit Goddess and part time entrepreneur."
,@STNproblems,StudentNurseProbs,101,326,188,47,The lighter side of nursing school
,@HunieCheer,Tiffany Maye,158,131,18,265,Hey! Im Tiffany! Im a University student learning to become a Nurse! Im also Head Cheerleader! #HunieCrew
,@aimeexjoshx,aimee matthews,131,16,55,"1,376",Yummy mummy .... Full time nursery nurse its hard work but I manage x
,@shadow_mist21,Bobbye B,133,13,78,"1,843","wife, mom, chef, maid, tutor, nurse, ..."
,@leigh_mcmahon91,Leigh McMahon ,113,117,441,658,22. Student Nurse #finalyear #happy :):) Twitter No.2 #Woops
,@nichole_nc,Nichole Campbell,117,38,202,922,"Nurse, fan of the Texas Rangers, TAKEN!, loves pink & country music"
,@amandaottaviano,Amanda Ottaviano,150,56,175,"1,413",Graduate from Marshall University in Nursing. RN at CAMC general hospital.
,@OverManlyMurse,Overly Manly Murse,172,102,89,966,A twitter for those who are the true minority in nursing: the winners and the kick ass! No #nursingproblems here!
,@kylieklmer,kylie chalmers,100,23,86,"2,138",Wife and mother to four boys. Registered Nurse
,@eanderson1221,Elizabeth Anderson,146,4,18,"1,600",23 year old nursing student....with a cat who works a minimum wage fast food job to get my bills paid.....that pretty sums me up
,@EmilyCoughenour,Emily Coughenour,186,180,375,"1,274",socially awkward nursing student. 
,@T_Ham10,Taylor Michelle,172,57,86,"1,477",Mommy of Nathaniel Alonzo Bunch. NURSE. Fianc̩e of Trevor Bunch
,@caseyjaven,Casey Vasquez,124,47,143,"2,421","Wife, mom, nurse, and fitness freak"
,@kja70,Kris,110,11,30,"2,028","45 years old. Happily married. Full time mom of 3, part time nurse."
,@JayJayfad,Jenn Jara,167,48,233,"2,428","mom, nurse, wife, wanna be fashionista, online shopper, your typical girl who is learning something new everyday!!!"
,@babyboo1392,Natasha stuper,168,40,268,"1,480",Babyboo aka tasha :) im a stna love my job.! Im going to be starting nursing school next year im pretty excited.! Take one day at a time :)
,@JessicaCullife1,JessLynne,156,17,303,539,Registered Nurse with dark sarcastic sense of humor.
,@marycolleenrn,Colleen Anderson,131,55,250,882,"Nurse, football fan, Noles fan, love the Mannings, future crazy cat lady, expert badass"
,@ThreeTimesADad,Bearded Nurseman,174,60,207,"1,119","Follower of Christ. Husband, father, nurse. Reaching higher everyday"
,@RosaLlufriu,Rosa Llufriu Marques,112,87,237,"1,290",Nursing and psychology student. Simply living my life.
,@lina_irma,irma silaban,102,44,414,"1,193",irma | 03 12 92 | nurse | music in my live |
,@lizzym40,Liz Moore,157,33,89,"1,567","Nurse interested in alternative therapies, feminism, fairness, love my family(most of them) and friends, generally happy:)"
,@mzenior,_ш_ __,144,46,205,"1,675",l'm oonenz. study@pnc:nursing :)) fighting
,@KateBurkholder1,Kate Burkholder,116,54,125,511,Nurse Practitioner
,@dottrn,Debby,168,83,77,"2,473",Legal Nurse Consultant at Farmers Insurance. Registered Nurse for 25 years. Love to dig through medical records and find the story behind the story.
,@graciestarot,Gracie Hamilton,189,5,2,"1,985","retired nurse, parttime artist, working psychic"
,@leopolddevin,Leopold Devin,150,70,85,"1,776",Nursing student at ASU / drag queen/ kpop fan / animal lover / video game geek / and much much more :)
,@BevHall9,Bev Hall,137,23,41,434,Ex Deputy Director of Nursing and Patient Experience @hillingdonnhsft - now back on the floor! All views are my own
,@Ashley_Knierien,ashley nicole,129,26,123,338,BHS c/o 2016 Future Nurse. snapchat: ashley_knierien
,@rebeccajean27,Rebecca Rowland,172,23,100,"1,401","Mom of 4 beautiful children, pup mama, runner and a nurse!"
,@stuckley_jenna,Jenna Stuckley,168,36,160,640,"RN Nurse manager, Buddhism, hospice, compassionate care, rare disease research, adoption, yoga, meditation, organizational change & process improvement"
,@NersVaganza,Ners Vaganza 2011,187,75,76,"1,702","Ners Vaganza 2011 takes place in Faculty of Nursing Universitas Indonesia on June, 16-18 2011. Follow this account for further information. VIVA FELLOWSHIP!"
,@LaceyLowery1,Lacey Lowery,181,37,290,"1,331","im a 25 year old nurse,,with two beautful little girls..Ava Grace and Alexis Jewel!"
,@ldavis_laurie,Laurie Davis,183,58,182,892,"Nurse Practitioner, Health Consultant, Body Transformer, Ulthera, CoolSculpting, bio-identical hormone replacement, Botox, Radiesse, Xeomin, Belotero"
,@HOSPITALSINA786,SREENIVAAS MOORTHY,188,17,174,387,"PUBLIC HEALTH EXTENSION OFFICER @ SENIOR SANITARY INSPECTOR GOVT.NURSING COLLEGE, GOVT.HQ.HOSPITAL,CHITTOOR PIN 517001 MOB; 9440559492"
,@murryfultz,MURRY SOWARD,174,8,41,"1,520",I am a nurse. I love to read romance novels. Engaged to Nelson Garcia. I am a christian.
,@Nursingstuff,Miss Nurse,171,13,19,"1,505",Fun tidbits of information for all your nursing needs!... :) follow me!
,@JaniceHorton2,Janice Horton,190,3,17,"1,319","Wife, mother, nurse, all round super woman next stop the world"
,@mitchieyellow,ma. michelle cagbay,187,26,217,910,"i'm mitch... i love yellow... i love daniel padilla.. i want to be a NURSE someday,,,"
,@franceslivet,FrancesVidaRegencia,192,8,66,"1,015",A nurse with a heart of a traveler. Lover. Fighter. Dreamer. Hopeless romantic.
,@j617bluemonkey,mariela henderson,129,7,22,"1,882",Love God. Love my family. Football and Nascar can always be found on my TV on Sunday afternoons. the nurseing field is where I've been called to work.
,@karzakt,Kara Katey,125,26,183,"2,412","Aussie nursing student who is about to experience nursing in Europe. And traveling in Europe. And, well, Europe (with a bit of nurse stuff too!)"
,@TaoZhengRN,Tao Zheng,161,28,62,"2,290","I have been a radio host, English teacher and interpreter. Now I am so excited about my new career as a nurse in Seattle and my biggest hobby--cooking..."
,@ashlee_marie312,Ashlee Marie,132,97,107,"1,291",#TeamMommy #TeamEngaged #Nurse. I love my life and wouldn't change a thing!
,@MelanieBlack22,Melanie White,176,21,38,"1,160",I love to go hunting a fishing! I'm a Nursing major at Texas Tech University! 1Corithians 13 Love
,@kcosato,Katie Cosato,172,10,105,"2,215","Doing wife, proud mama, exhausted nursing student & enthusiastic business woman!"
,@lesleymiddi,lesley middleton,116,22,64,"1,493","being a mummy, girlfriend & nurse makes me happy. enjoy every minute because sometimes life is too short x"
,@karma_sisson76,Karma Sisson,116,3,308,420,"Surgical Nurse, wife, mom to 2 kids and 5 fur babies."
,@rainmeister,Nick Broad,139,25,97,"2,005",manifesto tasers for teachers and narcotics for nurses:-)
,@PamperPolitics,Dave Depends,151,70,156,"1,967","I love diapers, they get me so hot. Anyone want to nurse me. & family values"
,@debmcRN,Deb Claybaugh,166,16,151,"1,604","Mom , wife,nurse and obnoxious Packers fan"
,@Scary_Scouse,Jane,156,138,437,"2,329","Full time Advanced Nurse Practitioner in the NHS and part time Cosmetic Nurse Practitioner in the Private sector. Single, independent and mum of one son."
,@ewan221,ewan mclean,195,36,92,"2,413",Psychiatric Nurse and supporter of the mighty Glasgow Rangers :-)
,@PawsConsultancy,Paws Consultancy,108,150,220,"2,303","Qualified Veterinary Nurse with 25 years experience in surgical, general and referral medicine. I support clients at home and Veterinary Practices in the UK."
,@NurseKathleenS,Kathleen Shemberger,153,52,52,617,"Mom, nurse, student, loves to cook and dance and ride horses"
,@IchaOlievera,Lisa achmanda sari,120,148,457,951,Nurse| follow | follback
,@Nurseacademia,Nurse Academia,140,111,88,"1,669",Finding nurse education resources from around the web
,@MsBuffyVampire,Marbef Rosco Cajeles,182,134,198,"1,737","A Registered Nurse.. If you want to know me more, FOLLOW ME.. ;p"
,@yuwana_maldita,JoannePearl Enjambre,136,10,35,"1,546",registered nurse/midwife...
,@JericaWilson,Jerica,122,82,278,"1,291","Nursing student. Cheerleading coach. In order to succeed, your desire for success should be greater than your fear of failure.۝"
,@MzCh3rok33,Ashley Davis,110,15,33,"1,103","Its Ashley. --- Doesn't tolerate bs---- Relocating to Dallas, TX. Nursing student. HMU!"
,@hmhnurse2001,Heather,117,50,108,"1,457",I am a mum of one and also work as a nurse for the NHS.
,@JessiRee90,JessicaMarie Murrell,105,17,92,"1,348",Who's that girl?? It's Jess!! :D Dental Nurse extraordinaire and all round cool kid :D
,@healthcliff,Nurse Project,131,295,196,"1,723",Wasted talent is not healthy.
,@MMDerkrikorian,Matt Derkrikorian,121,82,175,"2,652","Primal Certified Emergency Nurse, health/fitness optimizer and generally positive person who loves to dive head first in to new adventures!"
,@nurse_pimchanok,nurse,106,19,63,557,
,@FNandoCarvalho,Fernando Carvalho,104,22,62,"1,819","25 years old Staff Nurse at QEH & Goodwins Hall in Kings Lynn, student at ARU Cambridge, travel & sports lover"
,@SianBall1,Sian Ball,123,80,128,"1,379","Life gives you lemons, make lemonade. Everyone has a voice...find yours. Paediatric nurse at University of Hertfordshire"
,@carnbayb,Florence Carneol,139,76,94,"1,628","Former nurse in Chicago, IL and now working as a realtor with Coldwell Banker Residential Brokerage-Northshore."
,@lovelyroshi,MYSTERIOUS_LOVE,117,11,109,"1,482","birthday on 7th nov . studying nursing, aim to be well social worker with being a good nurse. we should love, supports care to our parents."
,@See_Jensen,Christine Jensen,150,25,163,"2,152",Nurse doing comedy & theater. I'm just me. I think that's just fine =) All people deserve equal rights! It was never meant to be a question!
,@jlreeder1,Jessie Springfield,148,50,115,"1,016",I am married to an amazing Godly handsome man named Luke:) I am a full time nursing student and cannot wait to see what God has in store for me when I graduate!
,@TanyaDCherry,Tanya Cherry,136,80,201,"1,103","Wife, mum to three boys,. Nurse. Loves working in primary care."
,@HillaryGant,Hillary Gant,124,57,128,"1,622",I am originally from FL but live in AL now. I am a Family Nurse Practitioner and have 4 children. The youngest has cystic fibrosis. Praying 4 a cure!!
,@SkinHealth,SkinHealth Centers,190,135,1,"2,440",Our Harvard trained physicians and nurses help men and women of any age LOOK NATURALLY YOUNGER
,@pdxrider19,Ted Amann,161,17,35,526,"Husband, Nurse, Grinnellian, Swarthmorean, Motorcycle Rider, Dead Head, Cook, Social Justice Promoter, Hockey Fan (Flyers & Winterhawks)"
,@mariapiaster40,mariapiaster,123,18,33,"1,528","ER nurse..,single mom...love to sing"
,@LeeLaurenA,Lauren Lee,169,70,55,"2,411","I am in Nursing School at Cumberland University in Nashville, Tn. I love Jesus and I strive to be like him everyday! I have a wonderful family and great friends"
,@lizbelltrees,Liz bell,110,10,158,"1,092",Nurse/ Healthcare Law and Ethics Graduate /Health and Wellness Coach/Mum/Wife/Animal Lover
,@NicoleReppond,Nicole Reppond,194,125,707,21,19 ] SINGLE [ Nurse ] God IS MY NUMERO UNO [ 
,@Kerrysliptrip,Kerry O'Neill,139,93,149,754,"Mum to 2 boys,wife,Falls Prevention Specialist Nurse, Gillingham FC Supporter. Lover of words!"
,@moniquemenorca,monique menorca,101,9,75,"2,033","Business woman, Nurse,Teacher,Fulfilled Wife to Mr. Austin, Fulfilled & very proud mother to Charles & George,Chef,Writer, Composer, Interior Decorator"
,@TraumaSocietySA,TSSA,154,365,101,"1,064",A Society of Doctors nurses and paramedics passionate about improving Trauma Care In South Africa The Right patient to the Right Hospital every time
,@julie10wales,Julie Halliday,113,54,78,"1,071","Recently retired Nurse & senior manager, NHS. Loves include Andy, Spurs, football, MJ and Jason Donovan's Argentinian Tango on Strictly."
,@PatchPerfection,PatchPerfection4U,181,101,468,626,"ER Nurse by trade, Navy vet, and traveler. We've started a new company whose SOLE mission is to make the PERFECT PATCH for you, your organization or event."
,@AMagandame,VoltroLENE08,124,19,120,449,Graduated Nursing At St. Augustine School of Nursing
,@Righttherenate,Nathan Licht,172,54,166,"2,394","I'm an informatics nurse, house music snob, and food lover. I give a shit but go hard like I don't."
,@Bontle70338985,NBontle,129,13,40,87,Nursing student Avon Represantative Rural girl who came to hustle
,@SewBusyFleet,Sew Busy,141,164,60,573,"Fabric/haberdashery shop selling gorgeous fabrics, buttons, ribbons and threads. Widowed mum to 3 children, taxi driver, nurse, cook, teacher, accountant....."
,@A_Ward_Reed,A. Reed,178,8,79,553,"Love the Lord, Born & raised in the church, Bishops daughter, worship leader, Mother of two girls, College grad, Nursing school, Track & Field Team Mom, Travel"
,@lovesunandtea,Beverley G,169,21,130,"1,724",Geriatric Nurse who is a bit of an oddball.
,@Mariah_Thomas94,Mariah Thomas,188,40,241,803,"I am a college student studying nursing. I love music, photography, and relaxing in the sun on the beach."
,@prinsesajoanne,JO-ANNE_,101,779,171,"1,620",WanderBug ۢ Foodie ۢ Nurse ۢ KaraokeDiva ShutterBug ۢΕ_ ۢ HEIGHT: 4 feet 7 Favorites: Hello Kitty and my super pug BANCHEE Ϭ
,@Destinydc1,Destiny C,112,150,226,523,IG: @ms_dawn_dee / Model / Actress/ Nurse/Beauty Enthusiasts
,@Alymorty,Alison Mortimer,131,137,80,"1,525",Lead Nurse Research & Development
,@Rwmartin72,Ron Martin,151,953,"1,898",136,Home Business Pro / Texan / Registered Nurse _ʕFollow for marketing tips_ʕ Learn how to generate monthly Income part time
,@macek8,Macy Robison,119,86,151,"2,396","Southern girl | Home Health Nurse | Love Purple, Live Gold."
,@jennaferg1914,jenna marie,142,23,204,"1,658",Practical Nursing Student & Full time Certified Level II Dental Assistant.
,@Sexy_GildaGriff,Gilda Griffin,114,167,117,695,I'm the kind of griffin who would use a strap on with my partners including males. I'm extremely dominant and territorial. *Nursing a broken heart* (RP)
,@FourNurses,FourNurses,193,531,314,"1,981","Real, working nurses at one of London's busiest hospitals, society's unsung heroes are coming out singing. http://t.co/T95gvAxgHh"
,@seinachan29,ȋ__āģ_ʋ_(2),126,39,44,73,antc.5 2/14Όܝ_ʋѴ wkym.nurse __#20Ό_.
,@JayneWilliams66,Jayne Williams,170,107,313,"2,136","Wife, mother of 2 teenage boys, mother of future Olympian, Craving Change facilitator, health promoter, mentor, business owner & nurse"
,@mi22sunshine,pauline prude,109,13,60,"1,816",Divorced age 53 mum of 2 nan of 2 works as night supervisor in nursing home
,@Kerber8367,Kerry Webster,116,27,157,"1,705",Nurse with a mending heart. Summer is looking better and better all of the time.
,@OncNavSum,ONA Nav Summit,143,77,297,218,"Oncology Nurse Advisor Navigation Summit April 7-9, 2016"
,@NinaHoagland,Nina Hoagland,117,55,84,"1,224",Nina. just a grumpy 20 year old that listens to angry music and is going to school to be a kickass nurse.
,@Keonahunt09,Keona Hunt,158,152,454,"2,268",Thickchick...Focused....Determined...&Nurse Bound....liveandlearn :)
,@donmck69,Donna,119,47,99,"1,042",Diabetes Nurse in Primary Care (all opinions are my own).
,@shabr93,Shannon Rowlands,148,74,73,645,Paediatric Staff Nurse from Chester @SalfordUni
,@WreckItRalphAl,Ralph Al de Guzman,189,21,"1,031",83,I am Ralph Al and I'm a #nurse #traveler #entrepreneur #unstoppable #makingpeoplehealthyoneatatime #usanahealthsciences
,@morganlwinter,Morgan Winter,117,30,224,"2,402","pediatric nurse, yorkie poo named bandit, michael allen, family and friends. my life in a nutshell."
,@mariecruz__,Ninoshka Cruz,149,40,108,"1,011",I'm a nurse! Young only 20!
,@PUNC14STUDENTC,Clarinda Moore,127,193,207,406,"I am a 'mature' Year 1 student nurse studying at Plymouth University. To verify, please follow link - http://t.co/VbJ8VzG1nX."
